Satisfação,Gênero,Tipo de Cliente,Idade,Tipo de Viagem,Classe,Distância do Voo,Conforto do Banco,Tempo de Viagem,Comida e Bebida,Local do Portão,Serviço de Wifi no Voo,Entretenimento no Voo,Suporte Online,Facilidade na Reserva Online,Serviços a Bordo,Espaço para Pernas,Manuseio das Bagagens,Serviço de Checkin,Limpeza,Embarque Online,Atraso na Saída em minutos,Atraso na Chegada em minutos
Insatisfeito,Mulher,Não fiel,25,A Negócios,Executiva,1714,3,0,3,5,5,3,5,5,3,3,5,5,4,5,47,51
Insatisfeito,Mulher,Não fiel,25,A Negócios,Executiva,1230,3,0,3,5,1,3,1,1,3,2,5,3,4,1,3,0
Insatisfeito,Mulher,Não fiel,27,A Negócios,Econômica,1779,3,0,3,5,1,3,1,1,5,1,5,2,5,1,0,20
Insatisfeito,Mulher,Não fiel,25,A Negócios,Executiva,1553,3,0,3,5,4,3,4,4,3,3,5,4,4,4,51,41
Insatisfeito,Homem,Não fiel,25,A Negócios,Executiva,1639,3,0,3,5,2,3,2,2,3,3,4,3,4,2,0,0
Insatisfeito,Homem,Não fiel,25,A Negócios,Executiva,1788,3,0,3,5,3,3,3,3,5,3,4,3,5,3,24,26
Insatisfeito,Mulher,Não fiel,24,A Negócios,Econômica,2210,3,0,3,5,3,3,3,3,3,4,3,5,2,3,9,0
Insatisfeito,Mulher,Não fiel,27,A Negócios,Econômica,2061,3,0,3,5,1,3,1,1,3,4,1,2,3,1,0,0
Insatisfeito,Mulher,Não fiel,25,A Negócios,Econômica,2037,3,0,3,5,1,3,1,1,5,1,2,1,4,1,0,0
Insatisfeito,Mulher,Não fiel,36,A Negócios,Econômica,1839,3,0,3,5,5,3,5,5,3,1,3,5,3,5,0,0
Insatisfeito,Homem,Não fiel,26,A Negócios,Econômica,1582,3,0,3,5,1,3,1,1,2,5,5,3,5,1,0,0
Insatisfeito,Homem,Não fiel,24,A Negócios,Econômica,1852,3,0,3,5,5,3,4,5,4,5,1,3,4,5,0,0
Insatisfeito,Homem,Não fiel,38,A Negócios,Econômica,1660,3,0,3,5,3,3,3,3,2,2,4,2,2,3,0,0
Insatisfeito,Mulher,Não fiel,32,A Negócios,Econômica,2005,3,0,3,5,5,3,5,5,5,4,1,5,4,5,21,16
Insatisfeito,Homem,Não fiel,25,A Negócios,Econômica,1968,3,0,3,5,3,3,3,3,4,5,2,4,2,3,99,109
Insatisfeito,Mulher,Não fiel,57,A Negócios,Econômica,2107,3,0,3,5,4,3,4,4,5,3,3,3,2,4,0,0
Insatisfeito,Homem,Não fiel,23,A Negócios,Econômica,2083,3,0,3,5,3,3,3,3,4,4,5,3,5,3,10,0
Insatisfeito,Mulher,Não fiel,45,A Negócios,Econômica,2072,3,0,3,5,4,3,4,4,2,5,4,1,5,4,1,0
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,1998,3,0,3,5,4,3,4,4,1,4,3,2,1,4,0,3
Insatisfeito,Homem,Não fiel,65,A Negócios,Econômica,1470,3,0,3,5,4,3,4,4,5,1,3,5,3,4,35,45
Insatisfeito,Homem,Não fiel,36,A Negócios,Econômica,1417,3,0,3,5,3,3,3,3,3,2,1,5,1,3,8,0
Insatisfeito,Mulher,Não fiel,28,A Negócios,Econômica,1633,3,0,3,5,2,3,3,2,5,2,2,1,4,2,3,0
Insatisfeito,Homem,Não fiel,64,A Negócios,Econômica,2021,3,0,3,5,2,3,2,2,1,5,2,3,3,2,0,0
Insatisfeito,Mulher,Não fiel,20,A Negócios,Econômica,2015,3,0,3,5,1,3,1,1,2,1,2,5,2,1,0,0
Insatisfeito,Homem,Não fiel,33,A Negócios,Econômica,2272,3,0,3,5,3,3,3,3,3,5,5,5,1,3,0,0
Insatisfeito,Homem,Não fiel,25,A Negócios,Econômica,2238,3,0,3,5,5,3,5,5,1,3,4,4,2,5,0,0
Insatisfeito,Homem,Não fiel,62,A Negócios,Econômica,1943,3,0,3,5,3,3,5,3,4,4,5,5,1,3,24,20
Insatisfeito,Homem,Não fiel,72,A Negócios,Econômica,1236,3,0,3,5,2,3,2,2,3,4,1,5,1,2,0,0
Insatisfeito,Homem,Não fiel,42,A Negócios,Econômica,1598,3,0,3,5,5,3,5,5,4,4,4,3,2,5,0,0
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica,1805,3,0,3,5,2,3,2,2,1,2,3,3,4,2,0,2
Insatisfeito,Mulher,Não fiel,30,A Negócios,Econômica,1662,3,0,3,5,3,3,3,3,2,5,2,4,2,3,0,5
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica,1288,3,0,3,5,1,3,1,1,5,5,4,3,4,1,0,0
Insatisfeito,Homem,Não fiel,20,A Negócios,Econômica,2129,3,0,3,5,3,3,3,3,3,4,4,5,5,3,45,63
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica Plus,2153,3,0,3,5,3,5,5,2,1,2,1,5,1,5,316,326
Insatisfeito,Homem,Não fiel,39,A Negócios,Econômica,1155,3,0,3,5,4,3,4,4,5,4,2,3,3,4,3,12
Insatisfeito,Homem,Não fiel,30,A Negócios,Econômica,1185,3,0,3,5,2,3,2,2,3,2,1,3,1,2,0,0
Insatisfeito,Mulher,Não fiel,42,A Negócios,Econômica,1203,3,0,3,5,1,3,1,1,3,3,4,2,3,1,0,0
Insatisfeito,Mulher,Não fiel,38,A Negócios,Econômica,1312,3,0,3,5,5,3,5,5,1,4,3,3,4,5,1,0
Insatisfeito,Homem,Não fiel,24,A Negócios,Econômica,1740,3,0,3,5,3,3,3,3,3,5,5,3,4,3,0,0
Insatisfeito,Mulher,Não fiel,42,A Negócios,Econômica,1623,3,0,3,5,1,3,1,1,2,5,2,1,4,1,2,0
Insatisfeito,Homem,Não fiel,49,A Negócios,Econômica,963,3,0,3,5,1,3,1,1,4,3,1,1,2,1,29,23
Insatisfeito,Homem,Não fiel,49,A Negócios,Econômica,1593,3,0,3,5,5,3,5,5,2,5,2,1,2,5,0,0
Insatisfeito,Mulher,Não fiel,59,A Negócios,Econômica,1652,3,0,3,5,5,3,4,5,4,1,5,5,4,5,0,0
Insatisfeito,Homem,Não fiel,19,A Negócios,Econômica,1645,3,0,3,5,5,3,3,5,3,5,4,4,5,5,0,0
Insatisfeito,Mulher,Não fiel,45,A Negócios,Econômica,1955,3,0,3,5,3,3,1,3,1,4,3,5,1,3,0,0
Insatisfeito,Homem,Não fiel,29,A Negócios,Econômica,1810,3,0,3,5,5,3,5,5,4,5,3,4,5,5,0,0
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica,2500,3,0,4,1,1,4,1,1,5,4,5,4,5,1,0,0
Insatisfeito,Mulher,Não fiel,20,A Negócios,Econômica,1954,3,0,4,1,5,4,3,5,4,5,4,4,3,5,0,0
Insatisfeito,Homem,Não fiel,34,A Negócios,Econômica,1375,3,0,4,1,2,4,2,2,1,2,2,3,1,2,0,1
Insatisfeito,Mulher,Não fiel,20,A Negócios,Econômica,1277,3,0,4,1,2,4,2,2,4,4,4,5,4,2,0,0
Insatisfeito,Homem,Não fiel,23,A Negócios,Econômica,1865,3,0,4,2,4,4,4,4,3,2,4,3,4,4,4,0
Insatisfeito,Homem,Não fiel,22,A Negócios,Econômica,1719,3,0,4,2,1,4,2,1,3,5,4,3,4,1,22,14
Insatisfeito,Mulher,Não fiel,37,A Negócios,Econômica,1968,3,0,4,2,4,4,4,4,3,2,4,5,5,4,0,0
Insatisfeito,Homem,Não fiel,34,A Negócios,Econômica,1730,3,0,4,2,3,4,3,3,3,4,3,1,3,3,0,0
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,1815,3,0,4,2,2,4,2,2,5,1,4,5,4,2,42,34
Insatisfeito,Mulher,Não fiel,30,A Negócios,Econômica,1350,3,0,4,2,3,4,3,3,4,2,2,2,5,3,0,0
Insatisfeito,Mulher,Não fiel,30,A Negócios,Econômica,1756,3,0,4,2,3,4,3,3,1,5,2,3,3,3,0,0
Insatisfeito,Mulher,Não fiel,26,A Negócios,Executiva,1565,3,0,4,3,1,4,1,1,4,2,5,4,5,1,0,0
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica,1990,3,0,4,3,3,4,2,3,5,4,5,5,5,3,2,3
Insatisfeito,Mulher,Não fiel,25,A Negócios,Econômica Plus,1987,3,0,4,3,4,4,2,4,4,3,5,3,5,4,0,0
Insatisfeito,Homem,Não fiel,25,A Negócios,Econômica,2408,3,0,4,3,1,4,1,1,3,4,4,3,1,1,0,0
Insatisfeito,Homem,Não fiel,14,A Negócios,Econômica,1582,3,0,4,3,2,4,2,2,4,2,5,5,1,2,0,2
Insatisfeito,Homem,Não fiel,23,A Negócios,Econômica,1575,3,0,4,3,4,4,4,4,5,5,4,5,4,4,12,11
Insatisfeito,Mulher,Não fiel,25,A Negócios,Econômica,2313,3,0,4,3,1,4,4,1,2,4,3,4,2,1,0,0
Insatisfeito,Mulher,Não fiel,25,A Negócios,Econômica,2224,3,0,4,3,5,4,5,5,2,4,4,4,2,5,0,0
Insatisfeito,Homem,Não fiel,36,A Negócios,Econômica,1650,3,0,4,3,3,4,3,3,1,1,3,3,3,3,49,95
Insatisfeito,Mulher,Não fiel,21,A Negócios,Econômica,2102,3,0,4,3,4,4,4,4,3,1,5,2,3,4,0,0
Insatisfeito,Homem,Não fiel,21,A Negócios,Econômica,1555,3,0,4,3,4,4,4,4,2,3,1,4,1,4,0,40
Insatisfeito,Mulher,Não fiel,46,A Negócios,Econômica,1682,3,0,4,3,5,4,5,5,1,5,4,2,4,5,0,17
Insatisfeito,Homem,Não fiel,34,A Negócios,Econômica,1985,3,0,4,3,3,4,3,3,4,5,1,1,5,3,0,0
Insatisfeito,Homem,Não fiel,22,A Negócios,Econômica,1676,3,0,4,3,5,4,5,5,3,5,5,3,5,5,0,0
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica Plus,1339,3,0,4,3,1,4,1,1,1,3,4,3,5,1,0,0
Insatisfeito,Homem,Não fiel,39,A Negócios,Econômica,1816,3,0,4,3,4,4,4,4,2,1,4,4,4,4,0,0
Insatisfeito,Mulher,Não fiel,39,A Negócios,Econômica,2091,3,0,4,3,4,4,4,4,2,1,2,4,2,4,2,0
Insatisfeito,Homem,Não fiel,24,A Negócios,Econômica,1803,3,0,4,3,5,4,5,5,3,3,5,4,4,5,56,45
Insatisfeito,Mulher,Não fiel,44,A Negócios,Econômica,1470,3,0,4,3,1,4,1,1,3,4,4,2,3,1,28,13
Insatisfeito,Homem,Não fiel,38,A Negócios,Econômica,1655,3,0,4,3,4,4,4,4,2,3,3,2,3,4,5,0
Insatisfeito,Mulher,Não fiel,29,A Negócios,Econômica,1360,3,0,4,3,5,4,5,5,3,4,2,2,3,5,0,9
Insatisfeito,Mulher,Não fiel,25,A Negócios,Executiva,1903,3,0,4,4,1,4,1,1,5,2,4,3,4,1,0,0
Insatisfeito,Mulher,Não fiel,25,A Negócios,Executiva,1918,3,0,4,4,4,4,4,4,3,2,4,4,5,4,0,0
Insatisfeito,Mulher,Não fiel,43,A Negócios,Econômica,1468,3,0,4,4,1,4,1,1,3,3,3,1,4,1,32,46
Insatisfeito,Mulher,Não fiel,32,A Negócios,Econômica,2114,3,0,4,4,3,4,3,3,1,1,5,2,4,3,0,0
Insatisfeito,Homem,Não fiel,52,A Negócios,Econômica,1928,3,0,4,4,2,4,2,2,2,4,4,5,2,2,0,0
Insatisfeito,Mulher,Não fiel,38,A Negócios,Econômica,1689,3,0,4,4,4,4,4,4,1,5,3,4,4,4,7,11
Insatisfeito,Homem,Não fiel,39,A Negócios,Econômica,1608,3,0,4,4,5,4,5,5,5,2,5,1,4,5,0,4
Insatisfeito,Homem,Não fiel,21,A Negócios,Econômica,1609,3,0,4,4,2,4,2,2,3,4,4,3,4,2,1,0
Insatisfeito,Homem,Não fiel,80,A Negócios,Econômica,1938,3,0,4,4,3,4,3,3,2,5,4,4,2,3,0,0
Insatisfeito,Mulher,Não fiel,20,A Negócios,Econômica,1101,3,0,4,4,1,4,1,1,2,5,4,3,3,1,40,52
Insatisfeito,Mulher,Não fiel,36,A Negócios,Econômica,1701,3,0,4,4,2,4,2,2,3,2,5,2,1,2,0,5
Insatisfeito,Homem,Não fiel,24,A Negócios,Econômica,1234,3,0,4,4,5,4,5,5,4,3,4,1,2,5,0,11
Insatisfeito,Homem,Não fiel,13,A Negócios,Executiva,2711,3,0,4,4,2,4,2,2,2,2,4,4,4,2,0,7
Insatisfeito,Homem,Não fiel,16,A Negócios,Econômica,1680,3,0,4,5,2,4,2,2,3,5,4,5,2,2,0,0
Insatisfeito,Homem,Não fiel,43,A Negócios,Econômica,1954,3,0,4,5,2,4,2,2,3,5,5,1,3,2,0,0
Insatisfeito,Mulher,Não fiel,21,A Negócios,Econômica,2064,3,1,2,2,2,2,2,2,3,5,3,3,3,2,43,49
Insatisfeito,Homem,Não fiel,26,A Negócios,Econômica,1524,3,1,2,2,5,2,5,5,3,4,3,2,2,5,35,28
Insatisfeito,Homem,Não fiel,22,A Negócios,Econômica,2294,3,1,2,3,2,2,3,2,4,1,3,4,3,2,5,0
Insatisfeito,Homem,Não fiel,28,A Negócios,Econômica,2154,3,1,2,3,2,4,4,1,2,3,4,4,4,4,170,166
Insatisfeito,Homem,Não fiel,20,A Negócios,Econômica,1609,3,1,2,3,3,2,5,3,4,5,3,3,2,3,0,9
Insatisfeito,Mulher,Não fiel,24,A Negócios,Econômica,1811,3,1,2,3,5,2,3,5,4,3,2,3,3,5,0,0
Insatisfeito,Mulher,Não fiel,24,A Negócios,Econômica,1698,3,1,2,3,4,2,4,4,1,5,2,4,3,4,5,3
Insatisfeito,Mulher,Não fiel,24,A Negócios,Executiva,1722,3,1,2,3,5,2,5,5,2,2,2,4,3,5,0,9
Insatisfeito,Mulher,Não fiel,32,A Negócios,Econômica,1383,3,1,2,3,2,2,4,2,1,2,3,2,4,2,0,0
Insatisfeito,Mulher,Não fiel,25,A Negócios,Econômica,1889,3,1,2,3,4,2,5,4,3,1,4,4,4,4,45,30
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,1943,3,1,2,3,5,2,5,5,1,4,2,4,3,5,0,7
Insatisfeito,Mulher,Não fiel,36,A Negócios,Econômica,1891,3,1,2,3,1,2,1,1,2,5,4,3,4,1,0,0
Insatisfeito,Homem,Não fiel,20,A Negócios,Econômica,1509,3,1,2,3,5,2,5,5,1,3,3,2,3,5,55,46
Insatisfeito,Mulher,Não fiel,37,A Negócios,Econômica,1833,3,1,2,3,4,2,4,4,3,3,2,3,2,4,0,0
Insatisfeito,Mulher,Não fiel,38,A Negócios,Econômica,1920,3,1,2,3,5,2,5,5,3,3,3,2,3,5,0,0
Insatisfeito,Homem,Não fiel,14,A Negócios,Econômica,2257,3,1,2,4,1,2,1,1,3,1,4,1,4,1,14,13
Insatisfeito,Homem,Não fiel,21,A Negócios,Econômica,1409,3,1,2,4,3,2,3,3,4,1,4,4,4,3,21,19
Insatisfeito,Mulher,Não fiel,23,A Negócios,Executiva,1660,3,1,2,4,4,2,4,4,3,3,3,3,3,4,0,0
Insatisfeito,Mulher,Não fiel,34,A Negócios,Econômica,1789,3,1,2,4,4,2,4,4,2,3,3,4,3,4,0,0
Insatisfeito,Homem,Não fiel,17,A Negócios,Econômica,1980,3,1,2,4,3,2,3,3,4,5,3,3,3,3,49,41
Insatisfeito,Mulher,Não fiel,59,A Negócios,Econômica,2172,3,1,2,4,4,2,4,4,2,4,3,4,3,4,18,20
Insatisfeito,Homem,Não fiel,19,A Negócios,Econômica,1451,3,1,2,4,3,2,3,3,1,5,4,3,4,3,0,0
Insatisfeito,Homem,Não fiel,16,A Negócios,Executiva,1902,3,1,2,4,5,2,5,5,2,3,3,3,3,5,0,0
Insatisfeito,Mulher,Não fiel,55,A Negócios,Econômica,1465,3,1,2,4,3,2,3,3,2,3,4,4,4,3,78,87
Insatisfeito,Mulher,Não fiel,28,A Negócios,Econômica,1963,3,1,3,1,2,3,1,2,1,2,1,3,1,2,5,26
Insatisfeito,Homem,Não fiel,22,A Negócios,Econômica,2331,3,1,3,1,1,3,1,1,2,2,2,3,2,1,35,91
Insatisfeito,Homem,Não fiel,40,A Negócios,Econômica,1839,3,1,3,1,3,2,2,3,3,1,2,2,2,2,152,144
Insatisfeito,Mulher,Não fiel,29,A Negócios,Econômica,2079,3,1,3,1,3,3,3,3,5,2,2,3,4,3,152,153
Insatisfeito,Mulher,Não fiel,37,A Negócios,Econômica,1482,3,1,3,1,4,3,4,4,4,2,2,1,1,4,0,3
Insatisfeito,Mulher,Não fiel,27,A Negócios,Econômica,867,3,1,3,1,3,3,3,3,3,4,2,2,1,3,4,36
Insatisfeito,Homem,Não fiel,37,A Negócios,Econômica,1384,3,1,3,1,2,3,2,2,3,3,1,2,1,2,0,0
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,2432,3,1,3,2,3,2,2,4,1,2,2,2,1,2,217,218
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica,1582,3,1,3,2,5,3,5,5,4,2,3,3,3,5,1,10
Insatisfeito,Mulher,Não fiel,26,A Negócios,Executiva,1409,3,1,3,2,4,3,4,4,3,2,2,4,1,4,69,100
Insatisfeito,Mulher,Não fiel,21,A Negócios,Econômica,2184,3,1,3,2,4,3,4,4,1,5,1,1,2,4,2,13
Insatisfeito,Homem,Não fiel,23,A Negócios,Econômica,2259,3,1,3,2,5,3,5,5,2,1,3,4,3,5,0,0
Insatisfeito,Mulher,Não fiel,27,A Negócios,Econômica,1634,3,1,3,2,5,3,5,5,4,5,3,3,3,5,1,0
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,1952,3,1,3,2,4,3,4,4,1,3,1,1,1,4,0,8
Insatisfeito,Mulher,Não fiel,43,A Negócios,Econômica,1617,3,1,3,2,4,3,4,4,4,1,2,4,3,4,0,0
Insatisfeito,Homem,Não fiel,20,A Negócios,Econômica,1770,3,1,3,2,1,3,1,1,1,4,2,1,3,1,0,0
Insatisfeito,Mulher,Não fiel,24,A Negócios,Econômica,1615,3,1,3,2,1,3,1,1,2,2,2,4,2,1,0,0
Insatisfeito,Homem,Não fiel,26,A Negócios,Econômica,1648,3,1,3,2,2,3,2,2,2,5,2,3,3,2,0,1
Insatisfeito,Homem,Não fiel,25,A Negócios,Econômica,2354,3,1,3,2,3,3,3,3,3,3,2,2,2,3,4,13
Insatisfeito,Mulher,Não fiel,27,A Negócios,Econômica,1393,3,1,3,2,2,3,2,2,4,5,2,4,2,2,20,13
Insatisfeito,Mulher,Não fiel,24,A Negócios,Econômica Plus,1970,3,1,3,2,1,3,1,1,3,1,1,3,1,1,0,7
Insatisfeito,Mulher,Não fiel,24,A Negócios,Executiva,2413,3,1,3,2,4,3,4,4,3,3,2,4,2,4,0,0
Insatisfeito,Mulher,Não fiel,24,A Negócios,Executiva,1582,3,1,3,2,5,3,1,5,1,3,2,2,3,5,51,71
Insatisfeito,Mulher,Não fiel,10,A Negócios,Econômica,1967,3,1,3,2,2,3,3,2,2,2,3,2,2,2,11,18
Insatisfeito,Homem,Não fiel,36,A Negócios,Econômica,1315,3,1,3,2,2,3,5,2,2,3,3,2,2,2,0,0
Insatisfeito,Mulher,Não fiel,26,A Negócios,Econômica,2010,3,1,3,2,1,3,1,1,1,1,3,4,2,1,35,18
Insatisfeito,Homem,Não fiel,25,A Negócios,Econômica,1790,3,1,3,2,3,3,3,3,3,2,1,3,1,3,14,3
Insatisfeito,Mulher,Não fiel,26,A Negócios,Econômica,2292,3,1,3,2,4,3,4,4,3,4,3,4,2,4,0,0
Insatisfeito,Mulher,Não fiel,34,A Negócios,Econômica,1992,3,1,3,2,1,3,1,1,4,2,2,2,2,1,0,0
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,2260,3,1,3,2,3,3,3,3,1,2,1,3,1,3,23,24
Insatisfeito,Homem,Não fiel,62,A Negócios,Econômica,1844,3,1,3,2,3,3,3,3,1,5,3,1,3,3,48,61
Insatisfeito,Mulher,Não fiel,21,A Negócios,Econômica,1805,3,1,3,2,2,3,2,2,1,2,2,4,2,2,15,22
Insatisfeito,Mulher,Não fiel,33,A Negócios,Econômica,1420,3,1,3,2,5,3,3,5,2,1,2,4,2,5,19,29
Insatisfeito,Homem,Não fiel,22,A Negócios,Econômica,1437,3,1,3,2,1,3,1,1,4,3,1,3,2,1,5,6
Insatisfeito,Homem,Não fiel,18,A Negócios,Econômica,1243,3,1,3,2,1,3,1,1,2,4,3,1,3,1,0,0
Insatisfeito,Mulher,Não fiel,21,A Negócios,Econômica,1694,3,1,3,2,5,3,1,5,3,3,1,3,2,5,0,0
Insatisfeito,Mulher,Não fiel,58,A Negócios,Econômica,1649,3,1,3,2,4,3,4,4,3,2,2,1,3,4,0,0
Insatisfeito,Mulher,Não fiel,42,A Negócios,Econômica,1415,3,1,3,2,3,3,3,3,4,4,3,3,3,3,0,0
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica,1325,3,1,3,2,5,3,1,5,1,4,2,4,3,5,15,0
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,1989,3,1,3,2,2,3,2,2,2,2,3,2,2,2,35,39
Insatisfeito,Homem,Não fiel,35,A Negócios,Econômica,1853,3,1,3,2,5,3,5,5,4,5,3,3,2,5,3,12
Insatisfeito,Mulher,Não fiel,38,A Negócios,Econômica,1772,3,1,3,2,4,3,2,4,3,5,2,1,2,4,23,6
Insatisfeito,Mulher,Não fiel,25,A Negócios,Econômica,1247,3,1,3,2,5,3,5,5,3,4,3,1,3,5,28,20
Insatisfeito,Mulher,Não fiel,55,A Negócios,Econômica,1674,3,1,3,2,1,3,1,1,3,2,1,2,2,1,0,0
Insatisfeito,Homem,Não fiel,21,A Negócios,Econômica,1526,3,1,3,2,3,3,3,3,3,1,2,3,2,3,0,0
Insatisfeito,Homem,Não fiel,32,A Negócios,Econômica,961,3,1,3,2,3,3,2,3,2,1,3,3,2,3,42,40
Insatisfeito,Homem,Não fiel,40,A Negócios,Econômica,1494,3,1,3,2,1,3,1,1,4,3,2,3,2,1,17,12
Insatisfeito,Homem,Não fiel,44,A Negócios,Econômica,1138,3,1,3,2,4,3,4,4,3,3,3,1,2,4,0,6
Insatisfeito,Mulher,Não fiel,42,A Negócios,Econômica,1491,3,1,3,2,1,3,1,1,4,5,3,2,3,1,0,0
Insatisfeito,Homem,Não fiel,22,A Negócios,Econômica,1175,3,1,3,2,3,3,3,3,4,1,2,2,2,3,0,0
Insatisfeito,Homem,Não fiel,56,A Negócios,Econômica,1765,3,1,3,2,2,3,2,2,3,5,1,2,2,2,35,24
Insatisfeito,Mulher,Não fiel,26,A Negócios,Econômica,1345,3,1,3,2,3,3,3,3,2,4,2,4,2,3,0,0
Insatisfeito,Mulher,Não fiel,68,A Negócios,Econômica,1192,3,1,3,2,3,3,3,3,2,4,3,3,2,3,0,0
Insatisfeito,Homem,Não fiel,25,A Negócios,Econômica,1756,3,1,3,2,4,3,1,4,1,1,2,4,3,4,0,0
Insatisfeito,Homem,Não fiel,25,A Negócios,Econômica,1565,3,1,3,2,4,3,4,4,3,4,1,3,2,4,0,0
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,1173,3,1,3,2,2,3,2,2,2,1,2,1,1,2,36,40
Insatisfeito,Homem,Não fiel,22,A Negócios,Econômica,1505,3,1,3,2,2,3,2,2,2,1,2,2,2,2,28,55
Insatisfeito,Homem,Não fiel,21,A Negócios,Econômica,1428,3,1,3,2,4,3,4,4,1,4,3,3,2,4,23,19
Insatisfeito,Mulher,Não fiel,24,A Negócios,Econômica,1465,3,1,3,2,4,3,4,4,3,5,1,1,1,4,18,32
Insatisfeito,Homem,Não fiel,26,A Negócios,Econômica,1484,3,1,3,2,3,3,3,3,3,4,2,4,2,3,0,22
Insatisfeito,Mulher,Não fiel,35,A Negócios,Econômica,2024,3,1,3,2,4,3,4,4,2,4,3,2,3,4,0,0
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica,2098,3,1,3,2,3,1,1,3,1,3,3,1,4,1,235,235
Insatisfeito,Mulher,Não fiel,72,A Negócios,Econômica,1199,3,1,3,2,3,3,5,3,4,1,1,1,2,3,0,0
Insatisfeito,Mulher,Não fiel,50,A Negócios,Econômica,1163,3,1,3,2,1,3,1,1,3,5,2,1,3,1,4,22
Insatisfeito,Homem,Não fiel,22,A Negócios,Econômica,2379,3,1,3,3,2,3,5,2,3,4,3,1,4,2,0,0
Insatisfeito,Homem,Não fiel,26,A Negócios,Executiva,1747,3,1,3,3,3,3,3,3,2,5,3,3,3,3,0,7
Insatisfeito,Homem,Não fiel,26,A Negócios,Executiva,1813,3,1,3,3,3,3,3,3,4,1,4,2,4,3,13,8
Insatisfeito,Mulher,Não fiel,34,A Negócios,Econômica,2384,3,1,3,3,2,3,2,2,3,2,3,4,4,2,0,0
Insatisfeito,Homem,Não fiel,44,A Negócios,Econômica,1847,3,1,3,3,5,3,3,5,1,4,2,4,2,5,0,0
Insatisfeito,Mulher,Não fiel,8,A Negócios,Econômica,1996,3,1,3,3,3,3,3,3,1,1,3,4,3,3,37,34
Insatisfeito,Homem,Não fiel,39,A Negócios,Econômica,2038,3,1,3,3,5,3,5,5,2,4,4,2,3,5,0,0
Insatisfeito,Homem,Não fiel,51,A Negócios,Econômica,1903,3,1,3,3,2,3,2,2,4,1,3,2,4,2,0,0
Insatisfeito,Mulher,Não fiel,25,A Negócios,Econômica,2095,3,1,3,3,3,3,3,3,2,1,4,4,3,3,8,16
Insatisfeito,Mulher,Não fiel,25,A Negócios,Executiva,2625,3,1,3,3,2,3,2,2,2,2,4,4,4,2,19,3
Insatisfeito,Homem,Não fiel,40,A Negócios,Econômica,2017,3,1,3,3,4,3,4,4,2,5,3,1,4,4,16,4
Insatisfeito,Mulher,Não fiel,37,A Negócios,Econômica,1898,3,1,3,3,4,3,5,4,1,5,3,1,4,4,4,0
Insatisfeito,Mulher,Não fiel,25,A Negócios,Econômica,2398,3,1,3,3,1,3,1,1,1,3,3,1,3,1,0,0
Insatisfeito,Homem,Não fiel,41,A Negócios,Econômica,1833,3,1,3,3,3,3,3,3,4,5,4,3,3,3,40,23
Insatisfeito,Mulher,Não fiel,56,A Negócios,Econômica,1766,3,1,3,3,5,3,5,5,3,4,3,3,3,5,1,0
Insatisfeito,Mulher,Não fiel,20,A Negócios,Econômica,1917,3,1,3,3,1,3,1,1,4,5,3,2,2,1,31,28
Insatisfeito,Mulher,Não fiel,23,A Negócios,Econômica,1618,3,1,3,3,1,3,1,1,2,3,3,4,2,1,63,64
Insatisfeito,Mulher,Não fiel,51,A Negócios,Econômica,1841,3,1,3,3,2,3,2,2,4,2,4,2,4,2,0,0
Insatisfeito,Homem,Não fiel,20,A Negócios,Econômica,1681,3,1,3,3,5,3,3,5,2,3,4,1,4,5,20,9
Insatisfeito,Mulher,Não fiel,27,A Negócios,Econômica,2218,3,1,3,3,2,3,3,2,3,1,2,2,2,2,0,0
Insatisfeito,Mulher,Não fiel,22,A Negócios,Econômica,2349,3,1,3,3,2,3,2,2,3,2,3,4,4,2,41,34
Insatisfeito,Mulher,Não fiel,12,A Negócios,Econômica,1717,3,1,3,3,1,3,1,1,3,4,3,2,3,1,25,7
Insatisfeito,Mulher,Não fiel,30,A Negócios,Econômica,2188,3,1,3,3,2,3,2,2,3,5,2,1,3,2,25,19
Insatisfeito,Homem,Não fiel,24,A Negócios,Executiva,2404,3,1,3,3,5,3,5,5,2,1,3,1,3,5,36,34
Insatisfeito,Mulher,Não fiel,24,A Negócios,Econômica Plus,4047,3,1,3,3,3,5,5,1,3,4,4,5,4,5,0,13
